surface	cab_norm	count	class	ruling	result	reason
Beschränckung	Beschränkung	1	residual	accept	Beschränkung	ck to k
Ueberganges	Überganges	1	residual	accept	Überganges	Ue to U-umlaut
Gröſseunterschied	Grösseunterschied	1	ss_audit	rewrite	Größeunterschied	Groesse takes ss
eber	Eber	1	residual	rewrite	aber	print damage for aber
gereitzt	gereizt	1	residual	accept	gereizt	tz simplified
dafur	dafür	1	residual	accept	dafür	missing umlaut in print
Fürsichbehaltens	Vorsiechbehaltens	1	residual	reject	Fürsichbehaltens	CAB garbled the compound
Groſsmuth	Großmut	1	residual	accept	Großmut	gross takes ss, th to t
Mäſsigung	Mässigung	1	ss_audit	rewrite	Mäßigung	maessig takes ss
ansspricht	anspricht	1	residual	accept	anspricht	print doubled s
ausgesprochnen	ausgesprochenen	1	residual	reject	ausgesprochnen	valid modern elided form
ungemäſs	ungemäss	1	ss_audit	rewrite	ungemäß	gemaess takes ss
unserm	unserem	1	residual	reject	unserm	valid modern elided form
isolirte	isolierte	1	residual	accept	isolierte	-irte to -ierte
Ausschlieſsung	Ausschliessung	1	ss_audit	rewrite	Ausschließung	schliessen takes ss
räsonnirt	räsonniert	1	residual	accept	räsonniert	-irt to -iert
mackellose	makellose	1	residual	accept	makellose	ck to k
ungeschriebnes	ungeschriebenes	1	residual	reject	ungeschriebnes	valid modern elided form
legitimiren	legitimieren	1	residual	accept	legitimieren	-iren to -ieren
räsonniren	räsonnieren	1	residual	accept	räsonnieren	-iren to -ieren
tavtologischen	tautologischen	1	residual	accept	tautologischen	v to u restored
gefundne	gefundene	1	residual	reject	gefundne	valid modern elided form
revolutionirt	revolutioniert	1	residual	accept	revolutioniert	-irt to -iert
betrognes	betrogenes	1	residual	reject	betrognes	valid modern elided form
freyentlassenen	freientlassenen	1	ss_audit	accept	freientlassenen	ey to ei
ers	er_es	1	residual	reject	ers	CAB split artifact
Blutsverwandschafft	Blutsverwandtschaft	1	residual	accept	Blutsverwandtschaft	fft to ft, t restored
bewuſstloser	bewusstloser	1	ss_audit	accept	bewusstloser	ss after short u
Schoſse	Schosse	1	ss_audit	rewrite	Schoße	Schoss long o takes ss
Einschlieſsung	Einschliessung	1	ss_audit	rewrite	Einschließung	schliessen takes ss
losreiſst	losreisst	1	ss_audit	rewrite	losreißt	reisst takes ss, 3sg
zurückreiſst	zurückreisst	1	ss_audit	rewrite	zurückreißt	reisst takes ss, 3sg
organisiren	organisieren	1	residual	accept	organisieren	-iren to -ieren
festwerden	Festwerden	1	residual	reject	festwerden	surface case is lowercase
enthobne	enthobene	1	residual	reject	enthobne	valid modern elided form
selbsthewuſste	selbsthewusste	1	ss_audit	rewrite	selbstbewusste	print h for b
unbegriffner	unbegriffener	1	residual	reject	unbegriffner	valid modern elided form
bewuſstloses	bewusstloses	1	ss_audit	accept	bewusstloses	ss after short u
Weseen	Wesen	1	residual	accept	Wesen	print doubled e
Individualitat	Individualetat	1	residual	rewrite	Individualität	missing umlaut, CAB garbled
Ungewuſsten	Ungewussten	1	ss_audit	accept	Ungewussten	ss after short u
auszuschliessen	auszuschließen	1	residual	accept	auszuschließen	schliessen takes ss
verschlossne	verschlossene	1	residual	reject	verschlossne	valid modern elided form
Gewuſsten	Gewussten	1	ss_audit	accept	Gewussten	ss after short u
Nichtgewuſsten	Nichtgewussten	1	ss_audit	accept	Nichtgewussten	ss after short u
Schaale	Schale	1	residual	accept	Schale	doubled vowel simplified
Aeuſserliches	Äußerliches	1	residual	accept	Äußerliches	Ae to A-umlaut, diphthong ss
lichtschene	lichteschene	1	residual	rewrite	lichtscheue	print n for u, lichtscheue Macht
Unbewuſste	Unbewusste	1	ss_audit	accept	Unbewusste	ss after short u
Unbewuſsten	Unbewussten	1	ss_audit	accept	Unbewussten	ss after short u
Eigne	Eigene	1	residual	reject	Eigne	valid modern elided form
Unbewuſstes	Unbewusstes	1	ss_audit	accept	Unbewusstes	ss after short u
entriſs	entriss	1	ss_audit	accept	entriss	ss after short i
spätern	späteren	1	residual	reject	spätern	valid modern elided form
abgelöſst	abgelöst	1	residual	accept	abgelöst	single s after long o-umlaut
ausgestossen	ausgestoßen	1	residual	accept	ausgestoßen	stossen takes ss
individualisirten	individualisierten	1	residual	accept	individualisierten	-irten to -ierten
Intrigue	Intrige	1	residual	accept	Intrige	modern loanword spelling
unterdrükende	unterdrückende	1	residual	accept	unterdrückende	k to ck
anerkännte	anerkennte	1	residual	accept	anerkennte	Konjunktiv II confirmed in context
aussen	außen	1	residual	accept	außen	diphthong takes ss
tapfre	tapfere	1	residual	reject	tapfre	valid modern elided form
inwohnend	einwohnend	1	residual	reject	inwohnend	word form, not orthography
selbstbewuſstlose	selbstbewusstlose	1	ss_audit	accept	selbstbewusstlose	ss after short u
anerkanntseyn	Anerkanntsein	1	residual	rewrite	anerkanntsein	ey to ei, keep surface lowercase
aufgelöſste	aufgelöste	1	residual	accept	aufgelöste	single s after long o-umlaut
äusserlichen	äußerlichen	1	residual	accept	äußerlichen	aeusser- takes ss
Selbstgenuſs	Selbstgenuss	1	ss_audit	accept	Selbstgenuss	ss after short u
schliessen	schließen	1	residual	accept	schließen	schliessen takes ss
bloses	bloßes	1	residual	accept	bloßes	bloss takes ss
Pewuſstseyns	Bewusstseins	1	residual	accept	Bewusstseins	print P for B
Selbstbewuſssteyns	Selbstbewussteins	1	residual	rewrite	Selbstbewusstseins	CAB dropped an s
losgebundnen	losgebundenen	1	residual	reject	losgebundnen	valid modern elided form
andrerseits	andererseits	1	residual	reject	andrerseits	valid modern German
Geständlichkeit	Gesteendlichkeit	1	residual	rewrite	Gegenständlichkeit	print dropped syllable
Berwandtschafft	Bewandtschaft	1	residual	rewrite	Verwandtschaft	print B for V, Blute der Verwandtschaft
inwohnenden	innewohnenden	1	residual	reject	inwohnenden	word form, not orthography
Bewuſstlosigheit	Bewusstlosigheit	1	ss_audit	rewrite	Bewusstlosigkeit	print h for k
disseitigen	diesseitigen	1	residual	accept	diesseitigen	ie restored
verläugnen	verleugnen	1	residual	accept	verleugnen	aeu to eu modernization
verlaſst	verlasst	1	ss_audit	rewrite	verlässt	3sg present, umlaut restored
entäussert	entäußert	1	residual	accept	entäußert	aeusser- takes ss
entäussernde	entäußernde	1	residual	accept	entäußernde	aeusser- takes ss
Spitznahmen	Spitznamen	1	residual	accept	Spitznamen	silent h dropped
Mittelmäſsigkeit	Mittelmässigkeit	1	ss_audit	rewrite	Mittelmäßigkeit	-maessig takes ss
zuläſst	zulässt	1	ss_audit	accept	zulässt	ss after short a
verwircklichende	verwirklichende	1	residual	accept	verwirklichende	ck to k
preiſsgibt	preisgibt	1	residual	accept	preisgibt	preis- plain s
Aufgelöſstwerden	Aufgelöstwerden	1	residual	accept	Aufgelöstwerden	single s after long o-umlaut
geniessen	genießen	1	residual	accept	genießen	ss after long ie
preiſs	Preis	1	residual	rewrite	preis	keep surface lowercase, gibt sich preis
gleichfinden	Gleichfinden	1	residual	reject	gleichfinden	surface case is lowercase
ungleichfinden	Ungleichfinden	1	residual	reject	ungleichfinden	surface case is lowercase
Fesel	Fessel	1	residual	accept	Fessel	print single s
Schluſſe	Schlusse	1	ss_audit	accept	Schlusse	ss after short u
zuſammengeſchloſsen	zusammengeschlossen	1	ss_audit	accept	zusammengeschlossen	ss after short o
wiſſendes	wissendes	1	ss_audit	accept	wissendes	ss after short i
Fürstchseyn	Vorstechsein	1	residual	rewrite	Fürsichsein	damaged Fuersichseyn
besondres	besonderes	1	residual	reject	besondres	valid modern elided form
beſtandne	bestandene	1	residual	reject	bestandne	valid modern elided form
Beſste	beste	1	residual	rewrite	Beste	keep surface capital
ausgeſchloſſener	ausgeschlossener	1	ss_audit	accept	ausgeschlossener	ss after short o
fürsichſeyenden	für-sich-seienden	1	residual	rewrite	fürsichseienden	compound stays one word
Erzeugniſs	Erzeugnis	1	residual	accept	Erzeugnis	-nis single s
Zierrathen	Zieraten	1	residual	rewrite	Zierraten	modern Zierrat keeps rr
zuſammenschlieſst	zusammenschließt	1	residual	accept	zusammenschließt	schliessen takes ss
zusammengefloſſen	zusammengeflossen	1	ss_audit	accept	zusammengeflossen	ss after short o
mächtigern	mächtigeren	1	residual	reject	mächtigern	valid modern elided form
hieſs	hieß	1	residual	accept	hieß	ss after long ie
sellbſt	selbst	1	residual	accept	selbst	print doubled l
unterworfne	unterworfene	1	residual	reject	unterworfne	valid modern elided form
Elaſticität	Elastizität	1	residual	accept	Elastizität	c to z Latinate
äufgehoben	aufgehoben	1	residual	accept	aufgehoben	print stray umlaut
preiſsgebende	preisgebende	1	residual	accept	preisgebende	preis- plain s
ausſpendet	ausspendet	1	ss_audit	accept	ausspendet	aus+spendet, ss correct
Uebermuth	Übermut	1	residual	accept	Übermut	Ue to U-umlaut, th to t
Uebermuthe	Übermute	1	residual	accept	Übermute	Ue to U-umlaut, th to t
Feſſel	Fessel	1	ss_audit	accept	Fessel	ss after short e
unedeln	unedlen	1	residual	reject	unedeln	valid modern inflection
preiſsgegebene	preisgegebene	1	residual	accept	preisgegebene	preis- plain s
dreiſsig	dreissig	1	ss_audit	rewrite	dreißig	diphthong takes ss
Baſſe	Basse	1	ss_audit	accept	Basse	ss after short a
zerriſs	zerriss	1	ss_audit	accept	zerriss	ss after short i
Geſchik	Geschick	1	residual	accept	Geschick	k to ck
einsylbig	einsilbig	1	residual	accept	einsilbig	y to i
Einsylbigkeit	Einsilbigkeit	1	residual	accept	Einsilbigkeit	y to i
Sylben	Silben	1	residual	accept	Silben	y to i
fingirten	fingierten	1	residual	accept	fingierten	-irten to -ierten
vereinzelntes	vereinzelndes	1	residual	reject	vereinzelntes	Hegel's form, CAB changed it
fingirt	fingiert	1	residual	accept	fingiert	-irt to -iert
Faſſe	Fasse	1	ss_audit	accept	Fasse	ss after short a
Wildniſs	Wildnis	1	residual	accept	Wildnis	-nis single s
Begrifſs	Begriffs	1	residual	accept	Begriffs	print damaged Begriffs
Vorgegebne	Vorgegebene	1	residual	reject	Vorgegebne	valid modern elided form
zurückgekommnen	zurückgekommenen	1	residual	reject	zurückgekommnen	valid modern elided form
genommnen	genommenen	1	residual	reject	genommnen	valid modern elided form
gegenüberseyn	Gegenübersein	1	residual	rewrite	gegenübersein	ey to ei, keep surface lowercase
zuſammenfaſſende	zusammenfassende	1	ss_audit	accept	zusammenfassende	ss after short a
entrükt	entrückt	1	residual	accept	entrückt	k to ck
unverrükt	unverrückt	1	residual	accept	unverrückt	k to ck
gröſſere	größere	1	residual	accept	größere	gross takes ss
ununterschiedne	ununterschiedene	1	residual	reject	ununterschiedne	valid modern elided form
unlautern	unlauteren	1	residual	reject	unlautern	valid modern elided form
Indreſſe	Interesse	1	residual	accept	Interesse	print damaged Interesse
Faſſungen	Fassungen	1	ss_audit	accept	Fassungen	ss after short a
beſſern	besseren	1	residual	reject	bessern	elision valid modern
vielfachern	vielfacheren	1	residual	reject	vielfachern	elision valid modern
Beſſerwiſſen	Besserwissen	1	ss_audit	accept	Besserwissen	short vowel takes ss
Gemeinschafftliche	gemeinschaftliche	1	residual	rewrite	Gemeinschaftliche	ff to f; keep capital
unbeſangenen	unbefangenen	1	residual	accept	unbefangenen	print damage; CAB word correct
Ineinanderflieſſen	Ineinanderfliessen	1	ss_audit	rewrite	Ineinanderfließen	fliessen long ie takes ss-sharp
insinuirt	insinuiert	1	residual	accept	insinuiert	-irt to -iert
Anstekkung	Ansteckung	1	residual	accept	Ansteckung	kk to ck
entgegengeseztes	entgegengesetztes	1	residual	accept	entgegengesetztes	sz to tz
Bautz	Baus	1	residual	reject	Bautz	onomatopoeia kept as printed
einläſst	einlässt	1	ss_audit	accept	einlässt	short a takes ss
thör	Thor	1	residual	rewrite	tör	fragment of thoericht; th to t
icht	ich	1	residual	reject	icht	fragment of thoericht
Meſsing	Messing	1	ss_audit	accept	Messing	short e takes ss
ächter	echter	1	residual	accept	echter	ae to e modern spelling
Mehrern	Mehreren	1	residual	reject	Mehrern	elision valid; keep case
hat’	hat	1	residual	rewrite	hat,	print comma misprinted as apostrophe
anthropomorphoſire	Anthropomorphosire	1	residual	rewrite	anthropomorphosiere	-ire to -iere; keep lowercase
ausgiebt	ausgibt	1	residual	accept	ausgibt	ie to i
Uebertragung	Übertragung	1	residual	accept	Übertragung	Ue to U-umlaut
Auffaſſung	Auffassung	1	ss_audit	accept	Auffassung	short a takes ss
Zeugniſs	Zeugnis	1	residual	accept	Zeugnis	-nis modern
Beſtättigung	Bestätigung	1	residual	accept	Bestätigung	tt to t
Hienach	Hiernach	1	residual	rewrite	Hiernach	hie-→hier- per plan precedent
Anfehung	Ansehung	1	residual	accept	Ansehung	print damage; CAB correct
gefeſſelt	gefesselt	1	ss_audit	accept	gefesselt	short e takes ss
Iſoliren	isolieren	1	residual	rewrite	Isolieren	-iren to -ieren; keep capital
unzweckmäſſig	unzweckmässig	1	ss_audit	rewrite	unzweckmäßig	-maessig takes ss-sharp
zweckmäſſiige	zweckmässiige	1	ss_audit	rewrite	zweckmäßige	double-i typo; ss-sharp
Ausſehen	Aussehen	1	ss_audit	accept	Aussehen	short vowel takes ss
ausgeſchloſſene	ausgeschlossene	1	ss_audit	accept	ausgeschlossene	short o takes ss
bloſſes	bloßes	1	residual	accept	bloßes	long o takes ss-sharp
Ienſeits	Jenseits	1	residual	accept	Jenseits	I to J
Bewuſstſyen	Bewusstsein	1	residual	accept	Bewusstsein	typo; CAB form correct
Uebermaſs	Übermaß	1	residual	accept	Übermaß	Mass long a ss-sharp
Hiegegen	Hiergegen	1	residual	rewrite	Hiergegen	hie-→hier- per plan precedent
Unmäſſigkeit	Unmässigkeit	1	ss_audit	rewrite	Unmäßigkeit	-maessig takes ss-sharp
allernützlichſte	nützlichste	1	residual	reject	allernützlichste	CAB dropped aller-
Nichtunterſchiedne	Nichtunterschieden	1	residual	reject	Nichtunterschiedne	CAB changed word form
verlaſſenes	verlassenes	1	ss_audit	accept	verlassenes	short a takes ss
vergewiſſernden	vergewissernden	1	ss_audit	accept	vergewissernden	short i takes ss
unzweckmäſsig	unzweckmässig	1	ss_audit	rewrite	unzweckmäßig	-maessig takes ss-sharp
isolirter	isolierter	1	residual	accept	isolierter	-irt to -iert
Genieſſens	Geniessens	1	ss_audit	rewrite	Genießens	geniessen long ie ss-sharp
zerreiſſen	zerreißen	1	residual	accept	zerreißen	diphthong ei ss-sharp
riſs	riss	1	ss_audit	accept	riss	short i takes ss
vindicirte	vindizierte	1	residual	accept	vindizierte	c to z; -irt to -iert
gemäſser	gemässer	1	ss_audit	rewrite	gemäßer	gemaess long ae ss-sharp
Nichtunterſchiednen	Nichtunterschiedenen	1	residual	reject	Nichtunterschiednen	elision valid modern
bewuſstloſen	bewusstlosen	1	ss_audit	accept	bewusstlosen	short u takes ss
fürsichſeyns	Fürsichseins	1	residual	rewrite	fürsichseins	keep lowercase; ey to ei
ausſehen	aussehen	1	ss_audit	accept	aussehen	short u takes ss
abſorbirt	absorbiert	1	residual	accept	absorbiert	-irt to -iert
zurückgekehrtseyn	Zurückgekehrtsein	1	residual	rewrite	zurückgekehrtsein	keep lowercase; ey to ei
zuſammengefaſst	zusammengefasst	1	ss_audit	accept	zusammengefasst	short a takes ss
Ergäntzung	Ergänzung	1	residual	accept	Ergänzung	ntz to nz
repreſentirte	repräsentierte	1	residual	accept	repräsentierte	modern loanword spelling
organiſirte	organisierte	1	residual	accept	organisierte	-irt to -iert
verſchwundnen	verschwundenen	1	residual	reject	verschwundnen	elision valid modern
Etre	ädre	1	residual	reject	Etre	French phrase; folding only
wornach	wonach	1	residual	reject	wornach	archaic form kept
ſpeciellere	speziellere	1	residual	accept	speziellere	c to z
Repreſentation	Repräsentation	1	residual	accept	Repräsentation	modern loanword spelling
repreſentirt	repräsentiert	1	residual	accept	repräsentiert	modern loanword spelling
Sylbe	Silbe	1	residual	accept	Silbe	y to i
conſtituirt	konstituiert	1	residual	accept	konstituiert	c to k; -irt to -iert
gegenuber	gegenüber	1	residual	accept	gegenüber	missing umlaut restored
trocknen	trockenen	1	residual	reject	trocknen	elision valid modern
wiederhohlen	wiederholen	1	residual	accept	wiederholen	hh to h
ausſchlieſſende	ausschließende	1	residual	accept	ausschließende	long ie ss-sharp
mannichfaltigem	mannigfaltigem	1	residual	accept	mannigfaltigem	ch to g modern spelling
unmittelbarſeyende	unmittelbarseiernde	1	residual	rewrite	unmittelbarseiende	CAB garbled; ey to ei
constituiren	konstituieren	1	residual	accept	konstituieren	c to k; -iren to -ieren
gewiſse	gewisse	1	ss_audit	accept	gewisse	short i takes ss
Zerreiſſung	Zerreißung	1	residual	accept	Zerreißung	diphthong ei ss-sharp
beſchloſſen	beschlossen	1	ss_audit	accept	beschlossen	short o takes ss
Audersſeyn	Audersseyn	1	ss_audit	rewrite	Anderssein	print damage for Andersseyn
freygelaſſenes	freigelassenes	1	ss_audit	accept	freigelassenes	ey to ei; short a ss
Unweſenheit	Unwesenhit	1	residual	reject	Unwesenheit	CAB typo; folding only
weglaſſen	weglassen	1	ss_audit	accept	weglassen	short a takes ss
realisirte	realisierte	1	residual	accept	realisierte	-irt to -iert
Fodern	Fordern	1	residual	accept	Fordern	fodern to fordern
ungewiſs	ungewiß	1	residual	reject	ungewiss	CAB used 1901 ss-sharp
Bewuſtseyn	Bewußtsein	1	residual	rewrite	Bewusstsein	post-1996 ss; ey to ei
poſtulirtes	postuliertes	1	residual	accept	postuliertes	-irt to -iert
höhe	Höhe	1	residual	rewrite	höbe	print damage for hoebe
dunkeln	dunklen	1	residual	reject	dunkeln	elision valid modern
intereſſiren	interessieren	1	residual	accept	interessieren	short e ss; -ieren
auſſerhalb	außerhalb	1	residual	accept	außerhalb	diphthong au ss-sharp
poſtulirte	postulierte	1	residual	accept	postulierte	-irt to -iert
unangemeſſen	unangemessen	1	ss_audit	accept	unangemessen	short e takes ss
Eingeſchloſſenſeyn	Eingeschlossensein	1	ss_audit	accept	Eingeschlossensein	short o ss; ey to ei
Angemeſſenheit	Angemessenheit	1	ss_audit	accept	Angemessenheit	short e takes ss
paſſendſten	passendsten	1	ss_audit	accept	passendsten	short a takes ss
verwirklicht’	verwirklichte	1	residual	rewrite	verwirklicht,	print comma misprinted as apostrophe
umfaſſende	umfassende	1	ss_audit	accept	umfassende	short a takes ss
harmonire	harmoniere	1	residual	accept	harmoniere	-iren to -ieren subjunctive
Gemäſsheit	Gemässheit	1	ss_audit	rewrite	Gemäßheit	gemaess long ae ss-sharp
neblichten	nebligen	1	residual	reject	neblichten	-icht adjective form kept
Ausserdem	Außerdem	1	residual	accept	Außerdem	diphthong au ss-sharp
Grösse	Größe	1	residual	accept	Größe	long oe ss-sharp
Postulirens	Postulierens	1	residual	accept	Postulierens	-iren to -ieren
Moralitat	Moraletat	1	residual	rewrite	Moralität	missing umlaut; CAB garbled
geheiliget	geheiligt	1	residual	reject	geheiliget	archaic participle form kept
postulirt	postuliert	1	residual	accept	postuliert	-irt to -iert
Hinausſetzen	Hinaussetzen	1	ss_audit	accept	Hinaussetzen	short u takes ss
Weltanschäuung	Weltanschauung	1	residual	accept	Weltanschauung	stray umlaut removed
wiedergegebne	wiedergegebene	1	residual	reject	wiedergegebne	elision valid modern
selbstauf	Selbsthauf	1	residual	rewrite	selbst auf	print fusion of two words
pflichtmäſſiges	pflichtmässiges	1	ss_audit	rewrite	pflichtmäßiges	-maessig takes ss-sharp
anſichseyende	an-sich-seiende	1	residual	rewrite	ansichseiende	no hyphens; ey to ei
Gewiſsens	Gewissens	1	ss_audit	accept	Gewissens	short i takes ss
Uebersetzen	übersetzen	1	residual	rewrite	Übersetzen	Ue to U-umlaut; keep capital
Pflichtmäſſige	Pflichtmässige	1	ss_audit	rewrite	Pflichtmäßige	-maessig takes ss-sharp
Wiſſendes	Wissendes	1	ss_audit	accept	Wissendes	short i takes ss
gewiſſenhaffte	gewissenhafte	1	ss_audit	accept	gewissenhafte	ff to f; short i ss
gefoderten	geforderten	1	residual	accept	geforderten	fodern to fordern
Gewiſsheil	Gewissheil	1	ss_audit	rewrite	Gewissheit	print damage for Gewissheit
heſſten	hassten	1	residual	rewrite	heften	print damage for heften
Nützlichheit	Nützlichhit	1	residual	rewrite	Nützlichkeit	print damage for Nuetzlichkeit
Pflichtmäſsigkeit	Pflichtmässigkeit	1	ss_audit	rewrite	Pflichtmäßigkeit	-maessig takes ss-sharp
begienge	beginge	1	residual	accept	beginge	ie to i
Befugniſs	Befugnis	1	residual	accept	Befugnis	-nis modern
Erwerb	Erwerbe	1	residual	reject	Erwerb	CAB added inflection
lieffe	lief	1	residual	rewrite	liefe	subjunctive; ff to f
Avtarkie	Autarkie	1	residual	accept	Autarkie	v to u
pflichtmäſſiige	pflichtmässiige	1	ss_audit	rewrite	pflichtmäßige	double-i typo; ss-sharp
vollkommner	vollkommener	1	residual	reject	vollkommner	elision valid modern
gewuſstſeyn	Gewusstsein	1	residual	rewrite	gewusstsein	keep lowercase; ey to ei
zuſammenflieſst	zusammenfließt	1	residual	accept	zusammenfließt	long ie ss-sharp
verschloſſen	verschlossen	1	ss_audit	accept	verschlossen	short o takes ss
vorgegebnen	vorgegebenen	1	residual	reject	vorgegebnen	elision valid modern
Ausſprechens	Aussprechens	1	ss_audit	accept	Aussprechens	short u takes ss
bezognen	Bezogenen	1	residual	reject	bezognen	elision and lowercase kept
erſchaffne	erschaffene	1	residual	reject	erschaffne	elision valid modern
Zuſammenflieſſen	Zusammenfliessen	1	ss_audit	rewrite	Zusammenfließen	long ie ss-sharp
gewiſſenhaft	gewissenhaft	1	ss_audit	accept	gewissenhaft	short i takes ss
Reflectirtſeyns	Reflektiertseins	1	residual	accept	Reflektiertseins	c to k; -irt; ey to ei
Auſſen	Außen	1	residual	accept	Außen	diphthong au ss-sharp
conſtituirenden	konstituierenden	1	residual	accept	konstituierenden	c to k; -ieren
Eignes	Eigenes	1	residual	reject	Eignes	elision valid modern
mishandle	misshandle	1	residual	accept	misshandle	miss- prefix doubles s
dasenige	dasige	1	residual	rewrite	dasjenige	print damage for dasjenige
auffaſſendes	auffassendes	1	ss_audit	accept	auffassendes	short a takes ss
auffaſſend	auffassend	1	ss_audit	accept	auffassend	short a takes ss
auffaſſenden	auffassenden	1	ss_audit	accept	auffassenden	short a takes ss
verſchiednen	verschiedenen	1	residual	reject	verschiednen	elision valid modern
Pflichtgemäſsheit	Pflichtgemässheit	1	ss_audit	rewrite	Pflichtgemäßheit	gemaess long ae ss-sharp
angemeſſen	angemessen	1	ss_audit	accept	angemessen	short e takes ss
Vorschmacke	Vorschmack	1	residual	reject	Vorschmacke	dative -e inflection kept
eſſender	essender	1	ss_audit	accept	essender	short e takes ss
Bedürfniſſes	Bedürfnisses	1	ss_audit	accept	Bedürfnisses	short i takes ss
beſſerwiſſens	Besserwissens	1	residual	reject	besserwissens	keep surface lowercase
ausſprechend	aussprechend	1	ss_audit	accept	aussprechend	short u takes ss
erwiedern	erwidern	1	residual	accept	erwidern	wider- correct modern
Geſtändniſſe	Geständnisse	1	ss_audit	accept	Geständnisse	short i takes ss
Eingeſtändniſs	Eingeständnis	1	residual	accept	Eingeständnis	-nis modern
bins	bin_es	1	residual	reject	bins	elision without apostrophe allowed
Geſtändniſſes	Geständnisses	1	ss_audit	accept	Geständnisses	short i takes ss
verwirſt	wirst	1	residual	rewrite	verwirft	print damage; 3sg verwerfen
Scene	Szene	1	residual	accept	Szene	c to z
zurückgeſtoſſen	zurückgestoßen	1	residual	accept	zurückgestoßen	stossen long o ss-sharp
absolutflüſſige	absolutflüssige	1	ss_audit	accept	absolutflüssige	short ue takes ss
zurückgeſtoſſnen	zurückgestoßenen	1	residual	rewrite	zurückgestoßnen	keep elision; ss-sharp
feſtgehaltnen	festgehaltenen	1	residual	reject	festgehaltnen	elision valid modern
ausgedrükt	ausgedrückt	1	residual	accept	ausgedrückt	k to ck
Maeht	Mäht	1	residual	rewrite	Macht	print damage for Macht
wiederfahren	widerfahren	1	residual	accept	widerfahren	wider- correct modern
Wiſſend	Wissend	1	ss_audit	accept	Wissend	short i takes ss
wis	wies	1	residual	reject	wis	hyphenation fragment of wissende
Diseretion	Desertion	1	residual	rewrite	Diskretion	print damage; c to k
wiſſchde	wisschde	1	ss_audit	rewrite	wissende	print damage for wissende
herausringende	herausringend	1	residual	reject	herausringende	CAB dropped adjective ending
aufgehobner	aufgehobener	1	residual	reject	aufgehobner	elision valid modern
unterſchiedner	unterschiedener	1	residual	reject	unterschiedner	elision valid modern
selbſtständig	selbständig	1	residual	reject	selbstständig	post-1996 preferred form
selbstbewuſster	selbstbewusster	1	ss_audit	accept	selbstbewusster	short u takes ss
eingeſchloſſne	eingeschlossene	1	residual	reject	eingeschlossne	elision valid; short o ss
vollkommnes	vollkommenes	1	residual	reject	vollkommnes	elision valid modern
zusammengefaſste	zusammengefasste	1	ss_audit	accept	zusammengefasste	short a takes ss
Totalitat	Totaletat	1	residual	rewrite	Totalität	missing umlaut; CAB garbled
isoliren	isolieren	1	residual	accept	isolieren	-iren to -ieren
gesammten	gesamten	1	residual	accept	gesamten	mm to m
sichſeyn	Siechsein	1	residual	rewrite	sichsein	markup split; ey to ei
unüberwundne	unüberwundene	1	residual	reject	unüberwundne	elision valid modern
beziehens	Beziehens	1	residual	reject	beziehens	keep surface lowercase
erhaltne	erhaltene	1	residual	reject	erhaltne	elision valid modern
Hieher	Hierher	1	residual	rewrite	Hierher	hie-→hier- per plan precedent
Prineip	Prinzip	1	residual	accept	Prinzip	print damage; c to z
Lichtgüſſe	Lichtgüsse	1	ss_audit	accept	Lichtgüsse	short ue takes ss
Maſslosen	Masslosen	1	ss_audit	rewrite	Maßlosen	Mass long a ss-sharp
vielnahmigen	vielnamigen	1	residual	accept	vielnamigen	Nahme to Name
mannichfachen	mannigfachen	1	residual	accept	mannigfachen	ch to g modern spelling
vereinzelnter	vereinzelnder	1	residual	reject	vereinzelnter	CAB changed word form
zerreiffenden	reifenden	1	residual	rewrite	zerreißenden	print damage; ei ss-sharp
abstrachte	abstrakte	1	residual	accept	abstrakte	ch to k
Vorhandnen	Vorhandenen	1	residual	reject	Vorhandnen	elision valid modern
Kryſtalle	Kristalle	1	residual	accept	Kristalle	y to i
Verhältniſſen	Verhältnissen	1	ss_audit	accept	Verhältnissen	short i takes ss
verlaffen	Laffen	1	residual	rewrite	verlassen	print damage for verlassen
äufferlich	äußerlich	1	residual	accept	äußerlich	aeusser- takes ss-sharp
verborgne	verborgene	1	residual	reject	verborgne	elision valid modern
Auffenseite	Aussenseite	1	residual	rewrite	Außenseite	ff to ss-sharp print damage
strengern	strengeren	1	residual	reject	strengern	elision valid modern
Architectur	Architektur	1	residual	accept	Architektur	c to k
äusseres	äußeres	1	residual	accept	äußeres	äu diphthong takes ß
vielformigen	vielförmigen	1	residual	accept	vielförmigen	umlaut restored, modern spelling
Aeuffern	Äussern	1	residual	rewrite	Äußern	OCR ff=ſſ; Ae→Ä, ß
ausſprechendes	aussprechendes	1	ss_audit	accept	aussprechendes	aus+sprechendes, ss correct
äussert	äußert	1	residual	accept	äußert	äu diphthong takes ß
gebährendes	gebärendes	1	residual	accept	gebärendes	silent h dropped
auschaut	ausschaut	1	residual	rewrite	anschaut	context reads anschaut
haſſender	hassender	1	ss_audit	accept	hassender	short a keeps ss
erfaſſenden	erfassenden	1	ss_audit	accept	erfassenden	short a keeps ss
geborne	geborene	1	residual	reject	geborne	elision valid modern German
ward	wurde	1	residual	reject	ward	lexical swap, not orthography
Krystall	Kristall	1	residual	accept	Kristall	y→i modernization
behauſst	behaust	1	residual	accept	behaust	context: houses the dead
Geäſte	Geäst	1	residual	reject	Geäste	dative Geäste; CAB drops ending
Geradlinigte	Geradlinige	1	residual	reject	Geradlinigte	word form kept
