volume	page	verdict	certainty	prev_tail	next_head
12	97	join	sure	der Socialität die Gütergemeinschaft der Bürger	gefolgert werden kann; aus dem Medius
12	98	join	sure	Einzelnen auf das Besondere, propositio minor.	*Zweytens* ist die Beziehung der Extreme
12	99	new	sure	wieder ein, das aufgehoben werden soll.	Die Vermittlung muß daher auf eine
12	100	join	sure	nicht an und für sich zusammen-	geschlossen ist, sondern durch eine Zufälligkeit,
12	101	new	sure	durch eine zufällige Einzelnheit verknüpft sind.	Der Schluß der ersten Figur, war
12	102	join	sure	sowohl positiv als negativ; – ein	Schlußsatz, dem daher eben kein grosser
12	103	join	sure	die beyden ersten Schlüsse voraus; aber	umgekehrt setzen beyde ihn voraus, so
12	104	join	sure	Subject und Prädicat nicht haben, sondern	eines die Stelle des andern einnehmen
12	105	join	sure	Wenn der Vorzug desselben, unmittelbar *ein-*	*leuchtend* zu seyn, näher betrachtet wird,
12	106	join	sure	jede einzelne *zur* *Stelle* *der* *Mitte*	gekommen ist. Unmittelbar war diese als
12	107	join	sure	seyn mag, so wird auch dem	Studium der Vernunftformen ohne Zweifel ein
12	108	join	sure	formale Schluß selbst nur als eine	Art *neben* den übrigen, oder aber
12	109	join	sure	sie eine so weitläuffige *begrifflose* Beschäftigung	mit einem Gegenstande ist, dessen einziger
12	110	new	sure	wenn er für sich fixirt ist.	Der *Ploucquetsche* *Calcul* hat ohne Zweifel
12	111	new	sure	die absolute Identität des Begriffes ist.	Die Extreme sind die Bestimmungen des
12	112	join	sure	nunmehr *die* *Einzelnheit* enthält, und hie-	durch selbst concret ist, so kann
12	113	join	sure	*Vermittlung*, widersprachen, daß der erste Schluß	daher andere, und umgekehrt diese andern
12	114	join	sure	das die Mitte ausmacht, nicht sub-	sumirend oder Prädicat war. In der
12	115	join	sure	zugestandenermaßen *nicht* *vollendet* ist; es kann	aber nur angenommen werden, daß sich
12	116	join	sure	in der Logik gar nicht angeführt	werden. – Auch ist es unpassend,
12	117	join	sure	unmittelbar hat, die das andere aber	erst durch den Schluß erhält. –
12	118	join	sure	*gesetzt*. – Der Schluß der Reflexion	enthielt erst die *erste* Negation der
12	119	join	sure	Inhalt, sondern die Reflexion der Bestimmt-	heit der Extreme in sich ist.
12	120	new	sure	ist auch diese andere Prämisse kategorisch.	2) Dieser Schluß steht zunächst als
12	121	join	sure	ein *unmittelbares* Einzelnes ist, enthält es	Bestimmungen, welche nicht in der Mitte,
12	122	join	sure	oder nur erscheinendes Seyn. Sie verhalten	sich ferner als Seiten des Urtheils,
12	123	new	sure	in ihrer Objectivität auch Seyn ist.	Der Schlußsatz: *Also* *ist* *B*, drückt
12	124	join	sure	als die *Totalität*, als *entwickelte* *ob-*	jective Allgemeinheit bestimmt. Der Medius Terminus
12	125	join	sure	überhaupt in der Bestimmung der *Allgemein-*	*heit*, seine Mitte ist das A
12	126	join	sure	nicht nur in diesem Resultate hat	sich als die Wahrheit des Begriffs
12	128	join	sure	*Begriffs* und des ganzen Verlaufs, durch	den er sich zur *Objectivität* bestimmt.
12	129	new	sure	auf sich beziehende Negativität, *Einzelnheit* ist.	Unüberwindlich aber wird allerdings die Schwierigkeit,
12	130	new	sure	in ihren Werth und Würde zurückzuführen.	Es sind, wie bereits erinnert worden,
12	131	join	sure	wie auch blosses *Seyn* gegen *Wirklichkeit*,	werden auch wohl sonst unterschieden, so
12	132	new	sure	dem Begriff gegenübersteht, zu seyn, erhält.	*Vors* *erste* nun ist die Objectivität
12	134	join	sure	*ist*. Es ist daher an und	für sich Allgemeines; die Allgemeinheit nicht
12	135	new	sure	nicht ein *ausschliessendes*, *für* *sich* *selbstbestimmtes*.	2. Indem das Object nun Totalität
12	136	join	sure	nur identisch ist, ist nur Eine	Bestimmtheit vorhanden; und daß sie doppelt
12	137	join	sure	Aber da diesem *Ansichseyn* das *Gesetzt-*	*seyn*, der Grad der Entwicklung, nicht
12	138	join	sure	Form der Allgemeinheit ist, ist für	sich selbst eine *ideelle* Beziehung, worin
12	139	join	sure	ganze, an ihm *einzelne* Bestimmtheit war,	nun eine *Art* derselben, und die
12	140	join	sure	ist eine Bestimmtheit am Object als	*äusserlich* gesetzte. Dem *Begriffe* nach ist
12	141	join	sure	ist der ganz schwache Geist sicherer	gegen den starken als ein solcher,
12	142	join	sure	der *Einzelnheit* seines Ich daher schlechthin	*an* *und* *für* *sich* ist, und
12	144	join	sure	und deren Realität, welche hier zu-	nächst mechanische Centralität ist, muß auch
12	145	join	sure	sind auch die *Regierung*, die *Bürger-*	*individuen* und die *Bedürfnisse* oder das
12	146	join	sure	innerhalb seiner reinen Idealität *durch* *den*	*Unterschied* *erweiterte* Mittelpunkt. – Diese Realität,
12	147	join	sure	Aber das Object hat an der	ideellen Centralität und deren Gesetze allein
12	149	join	sure	Im Lebendigen steht das Geschlechts-Verhältniß unter	diesem Schema; so wie es auch
12	150	join	sure	Aber *zweytens*, da sie in der	Existenz gegeneinander stehen, so ist ihre
12	151	join	sure	Thätigkeit, die sich verzehrend nach aussen	kehrt. Sie bezieht sich *unmittelbar* auf
12	152	join	sure	Anfang zurückgegangen, in welchem gegeneinander ge-	spannte Objecte einander suchen, und dann
12	153	join	sure	wieder anfacht; bedingt durch eine un-	mittelbare Voraussetzung, erschöpft er sich in
12	155	join	sure	*Drittes* *ihre* *Wahrheit*, *oder* *ob* *einer*	*die* *Wahrheit* *des* *andern* *ist*. –
12	156	join	sure	– eine Totalität, die sich in	dem Zwecke und dem damit zusammenhängenden
12	157	join	sure	willen, macht die *Form* *der* *Zweck-*	*mässigkeit* für sich allein das Wesentliche
12	158	join	sure	das Gesetz der Natur gerade darin	bestehe, daß *ohne* *hinreichend* à priori
12	159	new	sure	Objecte oder des Erkennens, nicht fragt.	So ungenügend daher die Kantische Erörterung
12	160	join	sure	zunächst als äusserlich gesetzte Begriff, welcher	Zweck ist; der Begriff ist nicht
12	161	join	sure	insofern noch *unbestimmte* *Thätigkeit*; aber weil	diese die negative Beziehung auf sich
12	162	join	sure	ist es die Realisation des Zwecks,	nemlich die Vereinigung des objectiven Seyns
12	163	join	sure	Mitte des Schlusses. Der Zweck be-	darf eines Mittels zu seiner Ausführung,
12	164	join	sure	gezeigt, daß die Zweckbestimmung am Mittel,	zugleich Reflexion in sich selbst ist;
12	166	join	sure	eben so gegen einander selbstständige Totali-	täten sind. Daß der Zweck sich
12	167	join	sure	*identisch* *bleibende* in der Realisirung des	Zweckes. Der teleologische Proceß ist *Uebersetzung*
12	168	join	sure	eigenthümliche Inhalt des Objects, ist *für*	*sich* selbst nicht eine mechanische Bestimmtheit,
12	169	join	sure	Ausführung eines Zwecks gebraucht und wesent-	lich als Mittel genommen werden soll,
12	170	join	sure	ist, nur *als* äusserliches, unwesentliches gesetzt,	daher im Zwecke selbst als dessen
12	171	join	sure	ist dieses anscheinend erste Aufheben der	gleichgültigen Objectivität auch schon das zweyte,
12	172	join	sure	äusserlichen Objectivität, und damit der Aeusser-	lichkeit überhaupt, *durch* *sich* *selbst*, hiemit
12	174	new	sure	wie noch der äusserliche Zweck hatte.	Indem nun der Ausdruck *Idee* für
12	175	join	sure	und der nur des Endlichen, nicht	seines Wesens bewußte Geist, haben zwar,
12	176	join	sure	sie müßten zu Grunde gehen. Der	schlechteste Staat, dessen Realität dem Begriffe
12	177	join	sure	gleich ihre Realität in einer Ma-	teriatur hat, so ist diese nicht
12	178	join	sure	des *Guten*, als *Erkennen* und *Wol-*	*len*. Zunächst ist sie endliches Erkennen
12	180	join	sure	hat sich aber durch die eigene	Nothwendigkeit des Begriffes herbeygeführt; die *Idee*,
12	181	join	sure	ist hier weder als Mittel eines	Geistes, noch als sein lebendiger Leib,
12	182	new	sure	die *Voraussetzung* einer unmittelbaren Objectivität macht.	Das Leben ist daher *erstlich* zu
12	183	join	sure	in anderer Bestimmung. Dort war sie	die Einheit des Begriffs und der
12	184	join	sure	aus Theilen besteht, als ein solches,	auf welches mechanische oder chemische Ursachen
12	185	join	sure	des Lebendigen ist die Manifestation des	Begriffs an ihm, der als die
12	186	join	sure	ist um der Abstraction seiner Negativität	willen, Trieb; es *bestimmt* sich; die
12	188	join	sure	sie eine Wirklichkeit von der unendlichen	Kraft, daß sie in sich die
12	189	new	sure	seiner ursprünglichen Identität gemäß, setzen muß.	Mit der Bemächtigung des Objects geht
12	190	join	sure	es vorher nur aus dem *Begriffe*	hervorging, und daß seine Entstehung, die
12	191	join	sure	*gemeine* *Wahrnehmung* *vorhanden*, was der Begriff	ist, und daß der *subjective* *Begriff*
12	193	join	sure	so zeigt er in seiner Erschei-	nung und Beziehung auf die Aeusserlichkeit
12	194	join	sure	Einzelnheit des Wirklichen überhaupt *äusserliche* Reflexions-	bestimmung, in die Form von den
12	195	join	sure	gefodert, und sie es ist, welche	vermißt wird, so sieht man wohl,
12	196	join	sure	nicht sich auf sich abstract be-	ziehendes Bestimmtseyn, sondern die Einheit *seiner*
12	197	join	sure	des Lebens als absolute negative Einheit	ist daher, die abstracte oder was
12	198	join	sure	*sein* *Anderes*, als gegenüberstehenden Gegenstand beziehend.	Indem der Geist hier nicht mehr
12	199	join	sure	*Idee* selbst noch in ihrer *Er-*	*scheinung*. Was sie *sucht*, ist das
12	200	join	sure	von sich zugleich die wesentliche Bestimmung	der *Verschiedenheit* und des gleichgültigen Daseyns
12	201	join	sure	eines *gegebenen* hat, so ist das	vorausgesetzte *Ansichseyn* gegen den Begriff, nicht
12	202	new	sure	Realisirung ihres Begriffes in ihm komme.	In dem Schlusse, wodurch sich die
12	203	join	sure	worin die Thätigkeit sich ihrer Negativi-	tät entäussert. Jene Unmittelbarkeit der Beziehung
12	204	join	sure	wie wegen des erstern als *Pro*-	*duct* einer bloß subjectiven Thätigkeit erscheinen.
12	205	join	sure	so fort. Indem Kant die tiefe	Bemerkung von *synthetischen* Grundsätzen à priori
12	206	join	sure	die Reduction des Ungleichen auf immer	grössere Gleichheit. Um ein Beyspiel an
12	207	join	sure	der Stoff gleichgültig annimmt, an wel-	chem sie gesetzt werden. Der ganze
12	208	join	sure	algebraische Auflösung mit Hülfe der Betrach-	tung des *Residuums* von xᵐ⁻¹−1 durch
12	210	join	sure	den Unterschieden der Erscheinung fortgeht, und	*für* *sich* den Satz als Einheit
12	211	join	sure	wegen seines äusserlichen Anfangs am Ein-	zelnen ist es ein subjectives. Der
12	212	new	sure	nicht mehr zur unmittelbaren Definition gehört.	*Drittens* aber sieht es mit den
12	213	join	sure	eigentliche Begriffsbestimmungen, die wesentlich die Prin-	cipien der Gegenstände wären, von selbst
12	214	join	sure	Wirklichkeit diesem Begriffe nur unvollständig ent-	spricht, daß sie *schlecht* ist. Indem
12	216	join	sure	der *Leichtigkeit* gefragt wird, so erhellt	ohnehin von selbst, daß es dem
12	217	join	sure	– Um noch eines Beyspiels zu	erwähnen, so konnte es als naturgemäß
12	218	join	sure	das die Glieder der Disjunction zu	einander haben sollen. Das Geschäft des
12	219	join	sure	dessen Zusammenstellung sich wieder von einer	andern Bestimmtheit leiten läßt, gibt die
12	220	join	sure	nicht aus-, doch weitreichenden Eintheilungsgrund an	diesen Punkt gewendet, und dadurch eine
12	221	join	sure	Realität, wodurch er Idee wird, übergegangen.	Die Synthesis, die im Lehrsatze enthalten
12	222	join	sure	Statt findet, also auch keine Vermitt-	lung erforderlich ist. Sind die Axiome
12	223	join	sure	er doch mehr die äusserliche Anord-	nung der Zweckmässigkeit, und hat für
12	224	join	sure	mit grösserer Ungleichheit behafteten, nicht recht-	winklichten Dreyecke auf das gleichförmige zurückgeführt
12	225	join	sure	den Begriff des Zusammenhangs, als ein	vorläufiges Material zum Gerüste des Beweises
12	226	join	sure	die nothwendige Grenze dieses Erkennens, welche	sehr häufig verkannt worden ist. Das
12	227	join	sure	Wissenschaft *des* *Endlichen*, das nach der	Grösse verglichen wird, und dessen Einheit
12	228	join	sure	der concreten Erfahrung unter die vorausgesetzten	Bestimmungen wird die Grundlage der Theorie
12	229	join	sure	um den Credit gebracht.[^fn-233-1] Den Glau-	ben an die Tauglichkeit und Wesentlichkeit
12	230	join	sure	als zu einer der Freyheit gegenüberstehenden	*Nothwendigkeit*, – nemlich einer *Identität* des
12	232	join	sure	*Besonderung*, da die Reflexion des Willens	in sich als negative Einheit überhaupt
12	233	join	sure	besteht, und die als eine Andere	ihren eigenen Gang geht, ist selbst
12	234	join	sure	bemächtigt und in der zweyten Prämisse	als äusserliches *Mittel* gegen die äusserliche
12	235	join	sure	daher auch so, daß *die* *sub*-	*jective* *Haltung* des objectiven Begriffes reproducirt
12	237	join	sure	Idee kann auch eine *Weise* der-	selben genannt werden; aber indem die
12	238	join	sure	Form nur als äusserliche und zufällige	Bestimmung verhielte, hat sich diese vielmehr
12	239	join	sure	der Schluß ist daher immer der	formelle; die Prämisse, in welcher das
12	240	join	sure	dem denkenden Begreiffen gehört, sondern die	Erhebung der Vorstellung, des empirischen und
12	241	join	sure	hier als das *Ansichseyn* ohne *Fürsich-*	*seyn* ausgedrückt ist. – Man kann
12	242	join	sure	*Plato* von dem Erkennen foderte, die	*Dinge* *an* *und* *für* *sich* *selbst*
12	243	join	sure	Plato häufig gegen die Vorstellungen und	Begriffe seiner Zeit, insbesondere der Sophisten,
12	244	join	sure	es ein unendliches Verdienst der kantischen	Philosophie die Aufmerksamkeit gezogen, und damit
12	245	join	sure	nicht das *leere* *Negative*, das *Nichts*,	das als das gewöhnliche Resultat der
12	246	join	sure	*an* *sich* enthält, in ihm gesetzt	wird. Das Zweyte hingegen ist selbst
12	247	join	sure	verschieden, sich auf das Andere be-	zieht. Als das *Vermittelnde* erscheint das
12	248	join	sure	zu einem äusserlichen Ordnen zu gebrauchen,	hat jene Form langweilig und übel
12	249	join	sure	sie ist ebensosehr synthetisch, denn durch	den Begriff wird der Gegenstand dialektisch
12	250	join	sure	Anfänge zu ihrem einzigen Inhalte haben,	ist es selbst, was ihre Bestimmtheit
12	251	new	sure	bereichert und verdichtet sich in sich.	Diese *Erweiterung* kann als das Moment
12	252	join	sure	Ungeduld, die über das *Bestimmte*, es	heisse Anfang, Object, Endliches, oder in
12	253	join	sure	durchläuft, sich zum Ganzen seiner Reali-	tät, zum Systeme der Wissenschaft ausbildet,
