surface	cab_norm	count	class	ruling	result	reason
Haͤtte	Hätte	1	residual	accept	Hätte	hegel1-paare
negirende	negierende	1	residual	accept	negierende	hegel1-paare
Henas	Hennas	1	residual	accept	Hennas	hegel2
Meſſung	Messung	1	ss_audit	accept	Messung	hegel1-paare
ungeraͤchte	ungerächte	1	residual	accept	ungerächte	cab
unabhaͤngiger	unabhängiger	1	residual	accept	unabhängiger	cab
unſtaͤte	unstete	1	residual	accept	unstete	hegel2
maaßloſe	maßlose	1	residual	accept	maßlose	cab
Schoͤpfung	Schöpfung	1	residual	accept	Schöpfung	cab
Erklaͤrungen	Erklärungen	1	residual	accept	Erklärungen	hegel1-paare
Beſchraͤnkung	Beschränkung	1	residual	accept	Beschränkung	hegel1-paare
Anfoderung	Anforderung	1	residual	accept	Anforderung	hegel2
Anſichbeſtimmtſeyns	Ansichbestimmtseyns	1	cab_unnormalized	rewrite	Ansichbestimmtseins	mechanisch
Andreswerden	Anderswerden	1	residual	accept	Anderswerden	cab
ſtraͤubt	sträubt	1	residual	accept	sträubt	hegel1-paare
uͤbergebliebenen	übergebliebenen	1	residual	accept	übergebliebenen	cab
uͤberhebt	überhebt	1	residual	accept	überhebt	hegel1-paare
vollfuͤhren	vollführen	1	residual	accept	vollführen	cab
ſummirt	summiert	1	residual	accept	summiert	hegel2
vervollſtaͤndigen	vervollständigen	1	residual	accept	vervollständigen	cab
unwiſſenſchaftlich	unwissenschaftlich	1	ss_audit	accept	unwissenschaftlich	hegel1-paare
Hinuͤbergehen	Hinübergehen	1	residual	accept	Hinübergehen	cab
todte	tote	1	residual	accept	tote	hegel1-tabelle
negirten	negierten	1	residual	accept	negierten	hegel2
progreſſiven	progressiven	1	ss_audit	accept	progressiven	cab
reflectirterer	reflektierterer	1	residual	accept	reflektierterer	hegel2
ausuͤben	ausüben	1	residual	accept	ausüben	hegel1-paare
fuͤr-ſich-ſeyenden	für-sich-seyenden	1	residual	rewrite	für-sich-seienden	mechanisch
aͤuſſerſte	äußerste	1	residual	accept	äußerste	hegel2
ſi	sie	1	residual	accept	sie	cab
Gruͤnde	Gründe	1	residual	accept	Gründe	hegel1-paare
laſſe	lasse	1	ss_audit	accept	lasse	cab
Maͤngeln	Mängeln	1	residual	accept	Mängeln	cab
hinausfuͤhrt	hinausführt	1	residual	accept	hinausführt	cab
naͤherer	näherer	1	residual	accept	näherer	cab
Bruͤche	Brüche	1	residual	accept	Brüche	cab
Verknuͤpften	Verknüpften	1	residual	accept	Verknüpften	cab
bewundernswuͤrdig	bewundernswürdig	1	residual	accept	bewundernswürdig	cab
unnoͤthig	unnötig	1	residual	accept	unnötig	hegel1-paare
auf„gehoben	aufgehoben	1	residual	accept	aufgehoben	cab
Unterſchiedne	Unterschiedene	1	residual	rewrite	Unterschiedne	hegel1-tabelle
einfachgewordene	einfach_gewordene	1	residual	accept	einfach_gewordene	cab
uͤberſteigt	übersteigt	1	residual	accept	übersteigt	cab
gelaͤufig	geläufig	1	residual	accept	geläufig	cab
zufaͤlligerweiſe	zufälligerweise	1	residual	accept	zufälligerweise	hegel1-paare
genaͤhert	genähert	1	residual	accept	genähert	hegel1-paare
Verknuͤpftes	Verknüpftes	1	residual	accept	Verknüpftes	cab
fuͤr-ſich-ſeyendes	für-sich-seyendes	1	residual	rewrite	für-sich-seiendes	mechanisch
Repulſivkraͤfte	Repulsivkräfte	1	residual	accept	Repulsivkräfte	cab
Vergroͤßerung	Vergrößerung	1	residual	accept	Vergrößerung	cab
fruͤhere	frühere	1	residual	accept	frühere	hegel1-paare
gegenuͤbergeſtellt	gegenübergestellt	1	residual	accept	gegenübergestellt	cab
reagirende	reagierende	1	residual	accept	reagierende	hegel2
formirt	formiert	1	residual	accept	formiert	hegel2
beſſere	bessere	1	ss_audit	accept	bessere	hegel1-paare
ſchwaͤchere	schwächere	1	residual	accept	schwächere	hegel1-paare
voͤlligen	völligen	1	residual	accept	völligen	hegel1-paare
fuͤrſich-ſeyende	fürsich-seyende	1	residual	rewrite	fürsich-seiende	mechanisch
Gebaͤudes	Gebäudes	1	residual	accept	Gebäudes	cab
Intellectualanſicht	Intellektualansicht	1	residual	accept	Intellektualansicht	hegel2
uͤberzugehen	überzugehen	1	residual	accept	überzugehen	hegel1-paare
realiſiren	realisieren	1	residual	accept	realisieren	hegel1-tabelle
praͤſentirt	präsentiert	1	residual	accept	präsentiert	hegel1-paare
gefuͤhrt	geführt	1	residual	accept	geführt	hegel1-paare
Verhaͤlt„niß	Verhältnis	1	residual	accept	Verhältnis	cab
Seegens	Segens	1	residual	accept	Segens	hegel2
getruͤbten	getrübten	1	residual	accept	getrübten	cab
kuͤrzeſte	kürzeste	1	residual	accept	kürzeste	cab
Beſchraͤnktheit	Beschränktheit	1	residual	accept	Beschränktheit	cab
faͤnde	fände	1	residual	accept	fände	hegel1-paare
Natur-Wiſſenſch.	Natur-Wissensch.	1	ss_audit	accept	Natur-Wissensch.	cab
betrachtungswuͤrdige	betrachtungswürdige	1	residual	accept	betrachtungswürdige	cab
unwuͤrdig	unwürdig	1	residual	accept	unwürdig	hegel1-paare
Thoncylinder	Thonzylinder	1	residual	accept	Thonzylinder	hegel2
Wiederhohlbarkeit	Wiederholbarkeit	1	residual	accept	Wiederholbarkeit	cab
Beſtim„mung	Bestimmung	1	residual	accept	Bestimmung	cab
Aeltern	Eltern	1	residual	accept	Eltern	hegel2
Zuruͤckerinnerung	Zurückerinnerung	1	residual	accept	Zurückerinnerung	cab
anundfuͤrſich	anundfürsich	1	residual	accept	anundfürsich	cab
zuſammenſtuͤrzte	zusammenstürzte	1	residual	accept	zusammenstürzte	cab
Inſichſeyende	Insichseyende	1	cab_unnormalized	rewrite	Insichseiende	hegel2
Newtoniſche	Neutonische	1	residual	accept	Neutonische	hegel2
Endlihen	Endlichen	1	residual	accept	Endlichen	cab
Gaͤlten	Gälten	1	residual	accept	Gälten	cab
geſchikt	geschickt	1	residual	accept	geschickt	cab
Zehente	Zehnte	1	residual	accept	Zehnte	cab
continuirenden	kontinuierenden	1	residual	accept	kontinuierenden	hegel2
ſchwaͤcher	schwächer	1	residual	accept	schwächer	hegel1-paare
Verhaͤltniße	Verhältnisse	1	residual	accept	Verhältnisse	hegel2
Feindſeeligkeit	Feindseligkeit	1	residual	accept	Feindseligkeit	hegel2
uͤberwiegend	überwiegend	1	residual	accept	überwiegend	cab
umzuſtoſſen	umzustoßen	1	residual	accept	umzustoßen	hegel2
truͤbte	trübte	1	residual	accept	trübte	cab
eingefuͤhrt	eingeführt	1	residual	accept	eingeführt	cab
natuͤrlich	natürlich	1	residual	accept	natürlich	hegel1-paare
hartnaͤckigſten	hartnäckigsten	1	residual	accept	hartnäckigsten	cab
reitzen	reizen	1	residual	accept	reizen	hegel2
ausgeſchloſſene	ausgeschlossene	1	ss_audit	accept	ausgeschlossene	hegel1-paare
Curvenverhaͤltniß	Kurvenverhältnis	1	residual	accept	Kurvenverhältnis	hegel2
beruͤckſichtigt	berücksichtigt	1	residual	accept	berücksichtigt	cab
Durchmeſſung	Durchmessung	1	ss_audit	accept	Durchmessung	cab
geſammten	gesamten	1	residual	accept	gesamten	hegel1-paare
unverruͤkt	unverrückt	1	residual	accept	unverrückt	hegel1-paare
Auſſerſichkommens	Aussersichkommens	1	ss_audit	accept	Aussersichkommens	cab
Noͤthige	Nötige	1	residual	accept	Nötige	hegel2
verſchmaͤht	verschmäht	1	residual	accept	verschmäht	hegel1-paare
Unvermoͤgenheit	Unvermögenheit	1	residual	accept	Unvermögenheit	hegel1-paare
zuruͤckgegangene	zurückgegangene	1	residual	accept	zurückgegangene	hegel1-paare
Veraͤnderliche	Veränderliche	1	residual	accept	Veränderliche	cab
fodere	fordere	1	residual	accept	fordere	hegel2
Veraͤnderlichkeit	Veränderlichkeit	1	residual	accept	Veränderlichkeit	cab
Aeuſſerlichwerden	Äusserlichwerden	1	residual	accept	Äusserlichwerden	mechanisch
zweytauſendjaͤhriges	zweitausendjähriges	1	residual	accept	zweitausendjähriges	hegel2
weitlaͤufig	weitläufig	1	residual	accept	weitläufig	cab
gluͤcklich	glücklich	1	residual	accept	glücklich	hegel1-paare
Raͤume	Räume	1	residual	accept	Räume	cab
gebaͤhre	gebäre	1	residual	accept	gebäre	hegel2
Waͤrmegrad	Wärmegrad	1	residual	accept	Wärmegrad	cab
uͤber„dem	überdem	1	residual	accept	überdem	cab
paͤdagogiſche	pädagogische	1	residual	accept	pädagogische	cab
Mannichfaltiges	Mannigfaltiges	1	residual	accept	Mannigfaltiges	hegel2
ſchaal	schal	1	residual	accept	schal	hegel1-paare
eigenthuͤmliches	eigentümliches	1	residual	accept	eigentümliches	hegel1-paare
An„fang	Anfang	1	residual	accept	Anfang	cab
gaͤng	Gang	1	residual	accept	Gang	hegel2
Begruͤndung	Begründung	1	residual	accept	Begründung	hegel1-paare
zu„faͤllige	zufällige	1	residual	accept	zufällige	cab
Beruͤhrung	Berührung	1	residual	accept	Berührung	hegel1-paare
Faſſen	Fassen	1	ss_audit	accept	Fassen	cab
Hallerſche	Hallesche	1	residual	accept	Hallesche	hegel2
Zuruͤckgekehrtſeyns	Zurückgekehrtseins	1	residual	accept	Zurückgekehrtseins	hegel2
‒	-	1	residual	reject	‒	hegel1-tabelle
Hauptuͤbergang	Hauptübergang	1	residual	accept	Hauptübergang	cab
einemmahle	einemmal	1	residual	rewrite	einemmale	hegel1-paare
verknuͤpft	verknüpft	1	residual	accept	verknüpft	hegel1-paare
durchgaͤngiger	durchgängiger	1	residual	accept	durchgängiger	cab
Specificationen	Spezifikationen	1	residual	accept	Spezifikationen	hegel2
Scheingeruͤſte	Scheingerüste	1	residual	accept	Scheingerüste	cab
Auffuͤhrung	Aufführung	1	residual	accept	Aufführung	cab
Ueberſetzung	Übersetzung	1	residual	accept	Übersetzung	hegel2
gequaͤlten	gequälten	1	residual	accept	gequälten	cab
An-undfuͤr-ſich-Seyn	An-undfür-sich-Seyn	1	residual	rewrite	An-undfür-sich-Sein	mechanisch
Fuͤreines-ſeyns	Füreines-seyns	1	residual	rewrite	Füreines-seins	mechanisch
ei„nem	einem	1	residual	accept	einem	cab
Anknuͤpfungspunkte	Anknüpfungspunkte	1	residual	accept	Anknüpfungspunkte	cab
Staͤtigkeiten	Stetigkeiten	1	residual	accept	Stetigkeiten	hegel2
Erkenntnißvermoͤgen	Erkenntnisvermögen	1	residual	accept	Erkenntnisvermögen	hegel2
Seyus	Seyus	1	cab_unnormalized	rewrite	Seius	mechanisch
Hieher	Hierher	1	residual	accept	Hierher	hegel1-paare
fuͤnf	fünf	1	residual	accept	fünf	cab
ſtuͤnden	stünden	1	residual	accept	stünden	hegel1-paare
geriſſen	gerissen	1	ss_audit	accept	gerissen	cab
Einwuͤrfen	Einwürfen	1	residual	accept	Einwürfen	cab
unterſchiedne	unterschiedene	1	residual	rewrite	unterschiedne	hegel1-tabelle
tranſcendentalerweiſe	transzendentalerweise	1	residual	accept	transzendentalerweise	hegel2
Angemeſſenheit	Angemessenheit	1	ss_audit	accept	Angemessenheit	hegel1-paare
Spaͤterhin	Späterhin	1	residual	accept	Späterhin	cab
ſummirbar	summierbar	1	residual	accept	summierbar	hegel2
Negirtſeyn	Negiertsein	1	residual	accept	Negiertsein	hegel2
fortgeſchloſſen	fortgeschlossen	1	ss_audit	accept	fortgeschlossen	cab
auffaͤllt	auffällt	1	residual	accept	auffällt	cab
fortgefuͤhrt	fortgeführt	1	residual	accept	fortgeführt	hegel1-paare
paͤdagogiſches	pädagogisches	1	residual	accept	pädagogisches	cab
Misbraͤuchen	Missbräuchen	1	residual	accept	Missbräuchen	hegel2
negirte	negierte	1	residual	accept	negierte	hegel1-paare
beygefuͤgt	beigefügt	1	residual	accept	beigefügt	hegel2
giebt	gibt	1	residual	accept	gibt	hegel1-paare
faͤhige	fähige	1	residual	accept	fähige	hegel1-paare
Zahlen-Verhaͤltniß	Zahlen-Verhältnis	1	residual	accept	Zahlen-Verhältnis	cab
Vergeſſenheit	Vergessenheit	1	ss_audit	accept	Vergessenheit	hegel1-tabelle
Decimalſyſtems	Dezimalsystems	1	residual	accept	Dezimalsystems	hegel2
Stuͤnde	Stünde	1	residual	accept	Stünde	cab
Naturmaaße	Naturmaße	1	residual	accept	Naturmaße	hegel2
beduͤrfen	bedürfen	1	residual	accept	bedürfen	hegel1-paare
angehoͤre	angehöre	1	residual	accept	angehöre	hegel1-paare
Ruͤckſchlag	Rückschlag	1	residual	accept	Rückschlag	cab
zuruͤkgefallen	zurückgefallen	1	residual	accept	zurückgefallen	hegel2
Maaßverhaͤltniſſes	Maßverhältnisses	1	residual	accept	Maßverhältnisses	hegel2
wefentlich	wesentlich	1	residual	accept	wesentlich	cab
repellirenden	rebellierenden	1	residual	accept	rebellierenden	hegel2
addirt	addiert	1	residual	accept	addiert	hegel2
paͤdagogiſcher	pädagogischer	1	residual	accept	pädagogischer	cab
Auf„hebung	Aufhebung	1	residual	accept	Aufhebung	cab
Dyas	Dias	1	residual	accept	Dias	hegel2
Haͤnde	Hände	1	residual	accept	Hände	cab
Umaͤnderung	Umänderung	1	residual	accept	Umänderung	cab
ſortiren	sortieren	1	residual	accept	sortieren	hegel2
Zuruͤckrufung	Zurückrufung	1	residual	accept	Zurückrufung	cab
zuſammenfaͤllt	zusammenfällt	1	residual	accept	zusammenfällt	hegel1-paare
Syſtematiſirung	Systematisierung	1	residual	accept	Systematisierung	hegel2
Erfahrungsſaͤtzen	Erfahrungssätzen	1	residual	accept	Erfahrungssätzen	cab
Vortreflichkeit	Vortrefflichkeit	1	residual	accept	Vortrefflichkeit	hegel2
Ueberlieferung	Überlieferung	1	residual	accept	Überlieferung	hegel2
getruͤbte	getrübte	1	residual	accept	getrübte	cab
gegenſtaͤndliche	gegenständliche	1	residual	accept	gegenständliche	hegel1-paare
getaͤuſcht	getäuscht	1	residual	accept	getäuscht	hegel1-paare
oͤfters	öfters	1	residual	accept	öfters	cab
oh„ne	ohne	1	residual	accept	ohne	cab
heiſſe	heiße	1	residual	accept	heiße	hegel1-paare
ohnediß	ohnedies	1	residual	accept	ohnedies	hegel2
Nichtidentitaͤt	Nichtidentität	1	residual	accept	Nichtidentität	hegel1-paare
qualificirende	qualifizierende	1	residual	accept	qualifizierende	cab
Nemlich	Nämlich	1	residual	accept	Nämlich	hegel1-tabelle
Quantitaͤts-Verhaͤltniß	Quantitäts-Verhältnis	1	residual	accept	Quantitäts-Verhältnis	cab
erwaͤrmt	erwärmt	1	residual	accept	erwärmt	cab
Klaſſificirens	Klassifizierens	1	residual	accept	Klassifizierens	hegel2
Zuruͤckgehen	Zurückgehen	1	residual	accept	Zurückgehen	hegel1-paare
Naturverhaͤltniſſen	Naturverhältnissen	1	residual	accept	Naturverhältnissen	cab
populaͤre	populäre	1	residual	accept	populäre	cab
thaͤtig	tätig	1	residual	accept	tätig	hegel1-paare
abgeſchloſſene	abgeschlossene	1	ss_audit	accept	abgeschlossene	cab
Regativitaͤt	Regativität	1	residual	accept	Regativität	cab
geringern	geringeren	1	residual	reject	geringern	hegel1-paare
einzufuͤhren	einzuführen	1	residual	accept	einzuführen	cab
paſſen	passen	1	ss_audit	accept	passen	cab
Naͤhere	Nähere	1	residual	accept	Nähere	cab
unaufloͤsbar	unauflösbar	1	residual	accept	unauflösbar	cab
Schlußes	Schlusses	1	residual	accept	Schlusses	hegel2
Ausgeſchloſſenen	Ausgeschlossenen	1	ss_audit	accept	Ausgeschlossenen	cab
An-ſichſeyn	Ansichsein	1	residual	accept	Ansichsein	cab
ſtaͤtige	stetige	1	residual	accept	stetige	hegel2
Quantitaͤtsmoments	Quantitätsmoments	1	residual	accept	Quantitätsmoments	cab
potenzirte	potenzierte	1	residual	accept	potenzierte	cab
beſchaͤftigende	beschäftigende	1	residual	accept	beschäftigende	cab
Hoͤh	Höhe	1	residual	accept	Höhe	cab
in-ſichſeyende	in-sichseyende	1	cab_unnormalized	rewrite	in-sichseiende	mechanisch
ſtaͤrkerem	stärkerem	1	residual	accept	stärkerem	cab
Sphaͤren	Sphären	1	residual	accept	Sphären	hegel1-paare
Newtoniſcher	Neutonischer	1	residual	accept	Neutonischer	cab
Parentheſi	Parenthese	1	residual	accept	Parenthese	cab
heitre	heitere	1	residual	accept	heitere	cab
Vorwaͤrtsgehen	Vorwärtsgehen	1	residual	accept	Vorwärtsgehen	cab
Anziehungsſphaͤre	Anziehungssphäre	1	residual	accept	Anziehungssphäre	cab
Vervollſtaͤndigung	Vervollständigung	1	residual	accept	Vervollständigung	hegel1-paare
Verhaͤltnißexponent	Verhältnisexponent	1	residual	accept	Verhältnisexponent	hegel2
beygemeſſen	beigemessen	1	ss_audit	accept	beigemessen	hegel2
Urſpruͤnglichen	Ursprünglichen	1	residual	accept	Ursprünglichen	cab
Begruͤnden	Begründen	1	residual	accept	Begründen	cab
Groͤßenbeſtimmungen	Größenbestimmungen	1	residual	accept	Größenbestimmungen	cab
an-ſichſeyende	ansichseiende	1	residual	accept	ansichseiende	cab
Ty„ranney	Tyrannei	1	residual	accept	Tyrannei	cab
anderm	anderem	1	residual	reject	anderm	hegel1-paare
kaliſchen	kalischen	1	residual	accept	kalischen	hegel2
Allmaͤhligen	Allmählichen	1	residual	accept	Allmählichen	hegel2
Deſſen	Dessen	1	ss_audit	accept	Dessen	cab
verbeſſert	verbessert	1	ss_audit	accept	verbessert	hegel1-paare
herbeyfuͤhrt	herbeiführt	1	residual	accept	herbeiführt	hegel2
Saͤttigungs-Geſetze	Sättigungs-Gesetze	1	residual	accept	Sättigungs-Gesetze	cab
finnliche	sinnliche	1	residual	reject	finnliche	beibehalten (keine Quelle); prüfen
unterdruͤcken	unterdrücken	1	residual	accept	unterdrücken	hegel1-paare
Zuruͤckweiſung	Zurückweisung	1	residual	accept	Zurückweisung	cab
Denkverhaͤltniſſe	Denkverhältnisse	1	residual	accept	Denkverhältnisse	cab
unerfuͤllten	unerfüllten	1	residual	accept	unerfüllten	hegel1-paare
Ueberzeugung	Überzeugung	1	residual	accept	Überzeugung	hegel1-tabelle
Talismann	Talisman	1	residual	accept	Talisman	cab
ſichern	sicheren	1	residual	accept	sicheren	cab
Potenzen-Verhaͤltniß	Potenzen-Verhältnis	1	residual	accept	Potenzen-Verhältnis	cab
Reflectirte	Reflektierte	1	residual	accept	Reflektierte	hegel2
umſchlieſſenden	umschließenden	1	residual	accept	umschließenden	hegel1-paare
ſiehenden	siechenden	1	residual	accept	siechenden	cab
ausfuͤhrlicher	ausführlicher	1	residual	accept	ausführlicher	cab
abſtractern	abstrakteren	1	residual	accept	abstrakteren	hegel2
Rein-vernuͤnftige	Rein-vernünftige	1	residual	accept	Rein-vernünftige	cab
paralyſiren	paralysieren	1	residual	accept	paralysieren	hegel2
beduͤrfe	bedürfe	1	residual	accept	bedürfe	cab
zuſammenhaͤngende	zusammenhängende	1	residual	accept	zusammenhängende	cab
verfloſſenen	verflossenen	1	ss_audit	accept	verflossenen	hegel1-paare
reagirt	reagiert	1	residual	accept	reagiert	hegel2
Gemaͤßheit	Gemäßheit	1	residual	accept	Gemäßheit	cab
auſſerweſentlichen	außerwesentlichen	1	residual	accept	außerwesentlichen	hegel2
vernachlaͤſſigen	vernachlässigen	1	residual	accept	vernachlässigen	cab
Ueberſicht	Übersicht	1	residual	accept	Übersicht	hegel1-paare
beſchloſſenes	beschlossenes	1	ss_audit	accept	beschlossenes	cab
ſtaͤtiger	stetiger	1	residual	accept	stetiger	hegel2
zerfloſſen	zerflossen	1	ss_audit	accept	zerflossen	cab
unpaſſende	unpassende	1	ss_audit	accept	unpassende	cab
Kunſtſtuͤck	Kunststück	1	residual	accept	Kunststück	cab
Potenziren	Potenzieren	1	residual	accept	Potenzieren	hegel2
Zuruͤckkehren	Zurückkehren	1	residual	accept	Zurückkehren	cab
hoͤre	höre	1	residual	accept	höre	cab
vermoͤge	vermöge	1	residual	accept	vermöge	hegel1-paare
Erfahrungswiſſenſchaften	Erfahrungswissenschaften	1	ss_audit	accept	Erfahrungswissenschaften	cab
raͤſonnirende	räsonnierende	1	residual	rewrite	räsonierende	hegel1-tabelle
Hiedurch	Hierdurch	1	residual	accept	Hierdurch	hegel1-tabelle
uͤberraſchende	überraschende	1	residual	accept	überraschende	cab
tauſendmahlen	Tausendmalen	1	residual	accept	Tausendmalen	hegel2
fuͤrſich	für-sich	1	residual	rewrite	fürsich	hegel1-tabelle
uͤberleitet	überleitet	1	residual	accept	überleitet	cab
repellirte	rebellierte	1	residual	accept	rebellierte	hegel2
zuruͤckzutreten	zurückzutreten	1	residual	accept	zurückzutreten	cab
An-und-fuͤr-ſich-Seyn	An-und-für-sich-Seyn	1	residual	rewrite	An-und-für-sich-Sein	mechanisch
erſchoͤpfte	erschöpfte	1	residual	accept	erschöpfte	cab
Gebaͤude	Gebäude	1	residual	accept	Gebäude	hegel1-paare
hinausſchieben	hinausschieben	1	ss_audit	accept	hinausschieben	cab
Aufloͤſen	Auflösen	1	residual	accept	Auflösen	hegel1-paare
Buͤcher	Bücher	1	residual	accept	Bücher	cab
auſſereinander	auseinander	1	residual	accept	auseinander	cab
flieſſend	fließend	1	residual	accept	fließend	hegel2
analyſirende	analysierende	1	residual	accept	analysierende	hegel2
uͤberhoben	überhoben	1	residual	accept	überhoben	hegel1-paare
eh	ehe	1	residual	accept	ehe	hegel1-tabelle
ſtoſſen	stoßen	1	residual	accept	stoßen	hegel1-tabelle
uͤbergehende	übergehende	1	residual	accept	übergehende	hegel1-paare
worinn	worin	1	residual	accept	worin	hegel1-paare
Vernunftverhaͤltniſſe	Vernunftverhältnisse	1	residual	accept	Vernunftverhältnisse	cab
Kraͤutern	Kräutern	1	residual	accept	Kräutern	cab
moͤgliche	mögliche	1	residual	accept	mögliche	cab
eingeſchloſſene	eingeschlossene	1	ss_audit	accept	eingeschlossene	hegel1-paare
Begriffsverhaͤltniß	Begriffsverhältnis	1	residual	accept	Begriffsverhältnis	cab
wel„ches	welches	1	residual	accept	welches	cab
verruͤckbar	verrückbar	1	residual	accept	verrückbar	cab
Miſchungsſcale	Mischungsscale	1	ss_audit	accept	Mischungsscale	cab
trokne	trockene	1	residual	accept	trockene	hegel2
uͤbertreffe	übertreffe	1	residual	accept	übertreffe	cab
Affinitaͤt	Affinität	1	residual	accept	Affinität	cab
zuſammenhaͤlt	zusammenhält	1	residual	accept	zusammenhält	hegel1-paare
ſchaale	schale	1	residual	accept	schale	hegel2
Praͤciſion	Präzision	1	residual	accept	Präzision	hegel2
begruͤnden	begründen	1	residual	accept	begründen	hegel1-paare
Alsdenn	Alsdann	1	residual	accept	Alsdann	hegel1-tabelle
vielmahl	vielmal	1	residual	accept	vielmal	hegel2
lebenserfahrnen	lebenserfahrenen	1	residual	accept	lebenserfahrenen	cab
Huͤlle	Hülle	1	residual	accept	Hülle	hegel1-paare
Hirngeſpinnſte	Hirngespinste	1	residual	accept	Hirngespinste	hegel2
abgeſtoſſen	abgestoßen	1	residual	accept	abgestoßen	hegel1-paare
Fortgegangenſeyn	Fortgegangenseyn	1	cab_unnormalized	rewrite	Fortgegangensein	hegel2
vrrſchwindet	verschwindet	1	residual	accept	verschwindet	cab
erfodere	erfordere	1	residual	accept	erfordere	cab
Eintheilungsprincip	Einteilungsprinzip	1	residual	accept	Einteilungsprinzip	hegel2
Truͤm„mer	Trümmer	1	residual	accept	Trümmer	cab
Extenſitaͤt	Extensität	1	residual	accept	Extensität	cab
gegenuͤbergetreten	gegenübergetreten	1	residual	accept	gegenübergetreten	hegel1-paare
zuruͤckkehrend	zurückkehrend	1	residual	accept	zurückkehrend	hegel1-paare
Aeuſſerlichſeyn	Äusserlichsein	1	residual	accept	Äusserlichsein	hegel2
Vorausſetzungen	Voraussetzungen	1	ss_audit	accept	Voraussetzungen	hegel1-tabelle
erſchloſſene	erschlossene	1	ss_audit	accept	erschlossene	cab
Preſſe	Presse	1	ss_audit	accept	Presse	cab
unzuſammenhaͤngend	unzusammenhängend	1	residual	accept	unzusammenhängend	cab
verhaͤrtete	verhärtete	1	residual	accept	verhärtete	cab
Erkaͤltung	Erkältung	1	residual	accept	Erkältung	cab
Eigenthuͤmlichkeit	Eigentümlichkeit	1	residual	accept	Eigentümlichkeit	hegel1-paare
anfaͤngliche	anfängliche	1	residual	accept	anfängliche	cab
ausſchließt	ausschließt	1	ss_audit	accept	ausschließt	cab
naͤchſte	nächste	1	residual	accept	nächste	hegel1-paare
ver„floſſen	verflossen	1	residual	accept	verflossen	cab
zuruͤck„geht	zurückgeht	1	residual	accept	zurückgeht	cab
faͤhrt	fährt	1	residual	accept	fährt	cab
Waͤrmen	Wärmen	1	residual	accept	Wärmen	cab
truͤgeriſchen	trügerischen	1	residual	accept	trügerischen	cab
uͤberſchritten	überschritten	1	residual	accept	überschritten	cab
Geruͤſtes	Gerüstes	1	residual	accept	Gerüstes	cab
geruͤckt	gerückt	1	residual	accept	gerückt	hegel1-paare
Schluſſes	Schlusses	1	ss_audit	accept	Schlusses	hegel1-paare
Qualitaͤt.	Qualität.	1	residual	accept	Qualität.	cab
verſtaͤndige	verständige	1	residual	accept	verständige	hegel1-paare
Thaͤtigkeiten	Tätigkeiten	1	residual	accept	Tätigkeiten	hegel1-paare
ſpecifiſch-aufgenommene	spezifisch-aufgenommene	1	residual	accept	spezifisch-aufgenommene	cab
Sandkoͤrnchen	Sandkörnchen	1	residual	accept	Sandkörnchen	cab
Stuͤcke	Stücke	1	residual	accept	Stücke	cab
Rei„he	Reihe	1	residual	accept	Reihe	cab
eſſe	esse	1	ss_audit	accept	esse	cab
kuͤrzlich	kürzlich	1	residual	accept	kürzlich	cab
negirend	negierend	1	residual	accept	negierend	hegel2
ſinnlichconcreten	sinnlich-konkreten	1	residual	accept	sinnlich-konkreten	cab
raumerfuͤllenden	raumerfüllenden	1	residual	accept	raumerfüllenden	cab
ungeuͤbte	ungeübte	1	residual	accept	ungeübte	cab
angeknuͤpft	angeknüpft	1	residual	accept	angeknüpft	cab
Gefuͤhlen	Gefühlen	1	residual	accept	Gefühlen	cab
concreteres	Konkreteres	1	residual	reject	concreteres	beibehalten (keine Quelle); prüfen
entſieht	entzieht	1	residual	accept	entzieht	cab
gefuͤhlt	gefühlt	1	residual	accept	gefühlt	hegel1-paare
fuͤgen	fügen	1	residual	accept	fügen	cab
hoͤrbar	hörbar	1	residual	accept	hörbar	cab
es-ſeyns	es-seyns	1	cab_unnormalized	rewrite	es-seins	mechanisch
Nuͤrnberg	Nürnberg	1	residual	accept	Nürnberg	cab
haͤrteſte	härteste	1	residual	accept	härteste	hegel1-paare
Ausſchließen	Ausschließen	1	ss_audit	accept	Ausschließen	cab
dreyviertel	drei_Viertel	1	residual	rewrite	dreiviertel	hegel2
Philoſophiren	Philosophieren	1	residual	accept	Philosophieren	hegel1-tabelle
Traͤger	Träger	1	residual	accept	Träger	cab
Gemaͤhlden	Gemälden	1	residual	accept	Gemälden	hegel2
Zahlenverhaͤltniſſe	Zahlenverhältnisse	1	residual	accept	Zahlenverhältnisse	cab
ſpeciellere	speziellere	1	residual	accept	speziellere	hegel1-paare
umſchloſſenes	umschlossenes	1	ss_audit	accept	umschlossenes	cab
unveraͤnderlich	unveränderlich	1	residual	accept	unveränderlich	cab
Kuͤrzer	Kürzer	1	residual	accept	Kürzer	cab
neutraliſirende	neutralisierende	1	residual	accept	neutralisierende	hegel2
Stroͤmen	Strömen	1	residual	accept	Strömen	cab
Misverſtaͤndniß	Mißverständnis	1	residual	accept	Mißverständnis	hegel2
zuruͤckruft	zurückruft	1	residual	accept	zurückruft	cab
Beduͤrfniſſe	Bedürfnisse	1	residual	accept	Bedürfnisse	hegel1-tabelle
abzukuͤrzen	abzukürzen	1	residual	accept	abzukürzen	cab
